CAS	X:+:25:0	chrX	+	133923252:133923296	133923609:133923666	133927844:133927923	N/A	N/A	X:133923252-133927923
CAS	19:+:26:0	chr19	+	1054004:1054109	1054191:1054340	1054568:1054693	N/A	N/A	19:1054004-1054693
CAS	19:+:27:0	chr19	+	42409911:42409979	42410090:42410195	42410608:42410772	N/A	N/A	19:42409911-42410772
CAS	1:+:28:0	chr1	+	233091302:233091465	233092092:233092189	233097648:233105864	N/A	N/A	1:233091302-233105864
CAS	1:+:29:0	chr1	+	181018187:181018448	181019146:181019422	181021370:181021646	N/A	N/A	1:181018187-181021646
CAS	6:+:30:0	chr6	+	43746196:43746273	43746625:43746655	43748468:43748591	N/A	N/A	6:43746196-43748591
CAS	4:+:31:0	chr4	+	1717678:1719155	1719242:1719430	1719878:1720353	N/A	N/A	4:1717678-1720353
CAS	19:+:32:0	chr19	+	13180816:13180883	13183860:13183923	13184235:13184310	N/A	N/A	19:13180816-13184310
CAS	19:+:32:1	chr19	+	13184235:13184310	13184719:13184840	13186348:13186485	N/A	N/A	19:13184235-13186485
CAS	15:+:33:0	chr15	+	89860606:89860767	89861169:89861268	89861771:89861980	N/A	N/A	15:89860606-89861980
CAS	4:+:34:0	chr4	+	170616762:170616843	170618339:170618885	170625148:170625335	N/A	N/A	4:170616762-170625335
CAS	9:+:35:0	chr9	+	160000:160140	161566:161654	162431:162469	N/A	N/A	9:160000-162469
CAS	21:+:36:0	chr21	+	22114907:22116151	22129628:22129735	22150735:22150865	N/A	N/A	21:22114907-22150865
CAS	21:+:36:1	chr21	+	22150735:22150865	22150960:22151114	22153666:22153792	N/A	N/A	21:22150735-22153792
CAS	5:+:37:0	chr5	+	176917870:176917907	176918010:176918147	176918404:176918421	N/A	N/A	5:176917870-176918421
CAS	5:+:37:1	chr5	+	176918010:176918147	176918404:176918421	176918807:176918996	N/A	N/A	5:176918010-176918996
CAS	1:+:38:0	chr1	+	112240062:112240119	112245957:112246098	112246964:112247108	N/A	N/A	1:112240062-112247108
CAS	10:+:39:0	chr10	+	61804022:61804106	61811232:61811362	61813434:61813485	N/A	N/A	10:61804022-61813485
CAS	19:+:40:0	chr19	+	727785:727864	731094:731245	734172:734194	N/A	N/A	19:727785-734194
CAS	5:+:41:0	chr5	+	145841619:145841659	145843113:145843356	145847903:145847966	N/A	N/A	5:145841619-145847966
CAS	5:+:41:1	chr5	+	145883386:145883765	145883926:145884057	145885067:145885184	N/A	N/A	5:145883386-145885184
CAS	10:+:42:0	chr10	+	29783842:29783929	29784020:29784110	29785325:29785447	N/A	N/A	10:29783842-29785447
CAS	10:+:42:1	chr10	+	29801663:29801790	29811338:29811564	29812379:29812956	N/A	N/A	10:29801663-29812956
CAS	10:+:42:2	chr10	+	29815889:29815985	29818633:29818773	29819535:29819597	N/A	N/A	10:29815889-29819597
CAS	2:+:43:0	chr2	+	74362524:74362785	74369398:74369487	74372315:74372430	N/A	N/A	2:74362524-74372430
CAS	6:+:44:0	chr6	+	75947390:75947704	75949992:75950101	75950838:75950981	N/A	N/A	6:75947390-75950981
CAS	7:+:45:0	chr7	+	5364726:5364879	5369567:5369600	5372252:5372680	N/A	N/A	7:5364726-5372680
CAS	7:+:45:1	chr7	+	5399028:5399200	5401224:5401353	5401527:5401664	N/A	N/A	7:5399028-5401664
CAS	17:+:46:0	chr17	+	67246612:67246762	67247887:67248007	67249713:67249808	N/A	N/A	17:67246612-67249808
CAS	4:+:47:0	chr4	+	103946646:103947748	103949903:103950040	103952856:103952965	N/A	N/A	4:103946646-103952965
CAS	17:+:48:0	chr17	+	65943841:65943924	65944196:65944422	65955656:65956493	N/A	N/A	17:65943841-65956493
CAS	19:+:49:0	chr19	+	41743848:41744059	41744374:41744514	41745068:41745219	N/A	N/A	19:41743848-41745219
CAS	15:+:50:0	chr15	+	73558656:73558752	73562350:73562574	73562656:73562795	N/A	N/A	15:73558656-73562795
CAS	15:+:50:1	chr15	+	73567032:73567065	73570471:73570540	73575304:73575452	N/A	N/A	15:73567032-73575452
CAS	12:+:51:0	chr12	+	58111928:58112204	58112775:58112965	58113881:58114046	N/A	N/A	12:58111928-58114046
CAS	9:+:52:0	chr9	+	130160461:130160613	130162185:130162285	130164642:130165032	N/A	N/A	9:130160461-130165032
CAS	9:+:52:1	chr9	+	130165556:130166082	130166237:130167270	130167698:130167844	N/A	N/A	9:130165556-130167844
CAS	9:+:53:0	chr9	+	130442435:130442521	130444684:130444839	130446646:130446945	N/A	N/A	9:130442435-130446945
CAS	16:+:54:0	chr16	+	1859754:1860888	1862359:1862420	1866893:1866995	N/A	N/A	16:1859754-1866995
CAS	7:+:55:0	chr7	+	152456833:152457011	152480271:152480327	152497615:152497740	N/A	N/A	7:152456833-152497740
CAS	11:+:56:0	chr11	+	847169:847300	848809:848933	849815:850367	N/A	N/A	11:847169-850367
CAS	15:+:57:0	chr15	+	72534960:72535040	72541585:72541655	72542360:72542433	N/A	N/A	15:72534960-72542433
CAS	15:+:57:1	chr15	+	72542360:72542433	72543185:72543298	72543547:72543596	N/A	N/A	15:72542360-72543596
CAS	7:+:58:0	chr7	+	74298754:74299569	74299833:74300329	74300539:74300638	N/A	N/A	7:74298754-74300638
CAS	17:+:59:0	chr17	+	80394542:80394614	80395043:80395239	80397506:80398210	N/A	N/A	17:80394542-80398210
CAS	8:+:60:0	chr8	+	21766383:21767442	21768183:21768368	21769411:21769499	N/A	N/A	8:21766383-21769499
CAS	3:+:61:0	chr3	+	9959547:9959795	9960018:9960093	9960183:9960293	N/A	N/A	3:9959547-9960293
CAS	3:+:61:1	chr3	+	9962174:9962286	9962608:9962653	9965564:9965821	N/A	N/A	3:9962174-9965821
CAS	3:+:61:2	chr3	+	9969988:9970170	9970263:9970314	9971532:9971581	N/A	N/A	3:9969988-9971581
CAS	3:+:61:3	chr3	+	9974291:9974387	9974503:9974542	9974636:9975305	N/A	N/A	3:9974291-9975305
CAS	9:+:62:0	chr9	+	130676934:130677145	130678254:130678773	130679104:130679317	N/A	N/A	9:130676934-130679317
CAS	7:+:63:0	chr7	+	94214541:94214827	94217089:94217124	94217622:94218044	N/A	N/A	7:94214541-94218044
CAS	7:+:63:1	chr7	+	94227241:94227316	94228086:94228275	94229008:94229035	N/A	N/A	7:94227241-94229035
CAS	2:+:64:0	chr2	+	236715882:236715975	236761329:236761846	236791988:236792093	N/A	N/A	2:236715882-236792093
CAS	18:+:65:0	chr18	+	32870245:32870355	32870973:32871196	32885939:32890730	N/A	N/A	18:32870245-32890730
CAS	7:+:66:0	chr7	+	97363034:97363131	97363559:97363604	97364137:97364161	N/A	N/A	7:97363034-97364161
CAS	7:+:66:1	chr7	+	97364137:97364161	97365610:97365664	97369185:97369784	N/A	N/A	7:97364137-97369784
CAS	7:+:67:0	chr7	+	24901231:24901388	24902818:24902911	24903114:24903218	N/A	N/A	7:24901231-24903218
CAS	1:+:68:0	chr1	+	85031523:85031695	85035613:85035822	85036264:85036403	N/A	N/A	1:85031523-85036403
CAS	2:+:69:0	chr2	+	24346349:24346403	24360778:24360970	24365361:24365616	N/A	N/A	2:24346349-24365616
CAS	16:+:70:0	chr16	+	5140432:5140566	5141794:5141939	5143484:5143565	N/A	N/A	16:5140432-5143565
CAS	19:+:71:0	chr19	+	804828:804939	805012:805187	805491:805569	N/A	N/A	19:804828-805569
CAS	9:+:72:0	chr9	+	79252333:79252465	79253101:79253204	79256862:79256896	N/A	N/A	9:79252333-79256896
CAS	14:+:73:0	chr14	+	35579024:35579137	35585815:35585943	35586279:35586382	N/A	N/A	14:35579024-35586382
CAS	3:+:74:0	chr3	+	30647993:30648469	30664690:30664765	30686238:30686407	N/A	N/A	3:30647993-30686407
CAS	1:+:75:0	chr1	+	23644975:23645190	23648020:23648156	23650048:23650225	N/A	N/A	1:23644975-23650225
CAS	1:+:75:1	chr1	+	23660010:23660124	23664246:23664354	23664555:23664628	N/A	N/A	1:23660010-23664628
CAS	1:+:76:0	chr1	+	153517129:153517573	153517945:153517994	153518228:153518361	N/A	N/A	1:153517129-153518361
CAS	22:+:77:0	chr22	+	31917220:31917306	31926577:31926770	31927043:31927115	N/A	N/A	22:31917220-31927115
CAS	22:+:77:1	chr22	+	31971216:31971378	31974367:31974438	31976073:31976350	N/A	N/A	22:31971216-31976350
CAS	22:+:77:2	chr22	+	31985432:31985563	31998197:31998279	31998592:31998771	N/A	N/A	22:31985432-31998771
CAS	3:+:78:0	chr3	+	47047822:47047939	47048555:47048645	47048730:47048840	N/A	N/A	3:47047822-47048840
CAS	19:+:79:0	chr19	+	12875980:12876301	12876503:12876538	12876642:12876648	N/A	N/A	19:12875980-12876648
CAS	13:+:80:0	chr13	+	73352324:73352518	73354983:73355141	73355426:73355494	N/A	N/A	13:73352324-73355494
CAS	4:+:81:0	chr4	+	106819258:106819293	106823850:106823952	106832793:106832889	N/A	N/A	4:106819258-106832889
CAS	4:+:81:1	chr4	+	106853770:106853860	106858165:106858285	106859457:106859577	N/A	N/A	4:106853770-106859577
CAS	10:+:82:0	chr10	+	104816551:104816721	104828192:104828479	104831530:104831596	N/A	N/A	10:104816551-104831596
CAS	1:+:83:0	chr1	+	164533164:164533252	164546020:164546241	164559586:164559671	N/A	N/A	1:164533164-164559671
CAS	6:+:84:0	chr6	+	128313817:128313854	128316393:128316411	128316591:128316683	N/A	N/A	6:128313817-128316683
CAS	1:+:85:0	chr1	+	10328209:10328321	10331559:10331637	10332298:10332364	N/A	N/A	1:10328209-10332364
CAS	1:+:85:1	chr1	+	10335485:10335561	10336378:10336457	10338043:10338186	N/A	N/A	1:10335485-10338186
CAS	18:+:86:0	chr18	+	55888766:55888989	55895061:55895139	55912658:55912740	N/A	N/A	18:55888766-55912740
CAS	15:+:87:0	chr15	+	59181628:59181753	59182479:59182660	59185095:59185259	N/A	N/A	15:59181628-59185259
CAS	19:+:88:0	chr19	+	45417503:45417746	45417811:45417990	45418096:45418206	N/A	N/A	19:45417503-45418206
CAS	14:+:89:0	chr14	+	89300036:89300066	89300259:89300350	89303251:89303410	N/A	N/A	14:89300036-89303410
CAS	14:+:89:1	chr14	+	89312941:89313019	89313191:89313251	89319314:89319400	N/A	N/A	14:89312941-89319400
CAS	17:+:90:0	chr17	+	7230029:7230328	7230483:7230549	7230758:7231203	N/A	N/A	17:7230029-7231203
CAS	11:+:91:0	chr11	+	67198838:67199053	67199823:67199963	67200070:67200128	N/A	N/A	11:67198838-67200128
CAS	1:+:92:0	chr1	+	23356961:23357127	23370919:23370979	23376879:23377013	N/A	N/A	1:23356961-23377013
CAS	6:+:93:0	chr6	+	170887944:170888058	170889089:170889193	170890176:170892276	N/A	N/A	6:170887944-170892276
CAS	13:+:94:0	chr13	+	50095273:50095636	50096064:50096243	50097310:50098216	N/A	N/A	13:50095273-50098216
CAS	11:+:95:0	chr11	+	66234862:66235029	66235598:66235751	66236303:66236375	N/A	N/A	11:66234862-66236375
CAS	8:+:96:0	chr8	+	125576984:125577043	125577902:125578000	125579311:125579419	N/A	N/A	8:125576984-125579419
CAS	5:+:97:0	chr5	+	176295130:176295274	176295561:176295665	176295784:176295965	N/A	N/A	5:176295130-176295965
CAS	12:+:98:0	chr12	+	57624057:57624449	57624483:57624783	57625263:57625343	N/A	N/A	12:57624057-57625343
CAS	9:+:99:0	chr9	+	131874146:131874232	131881300:131881420	131881791:131882015	N/A	N/A	9:131874146-131882015
CAS	12:+:100:0	chr12	+	115117309:115117456	115117717:115117777	115118683:115118951	N/A	N/A	12:115117309-115118951
CAS	1:+:101:0	chr1	+	154940455:154940507	154940679:154940733	154940970:154941090	N/A	N/A	1:154940455-154941090
CAS	6:+:102:0	chr6	+	30854435:30854840	30856165:30856591	30856684:30856787	N/A	N/A	6:30854435-30856787
CAS	3:+:103:0	chr3	+	48959781:48959901	48960180:48960244	48962148:48962404	N/A	N/A	3:48959781-48962404
CAS	3:+:104:0	chr3	+	180703713:180703784	180704730:180704810	180705810:180705884	N/A	N/A	3:180703713-180705884
CAS	7:+:105:0	chr7	+	72470283:72470382	72470880:72471004	72473543:72473660	N/A	N/A	7:72470283-72473660
CAS	7:+:106:0	chr7	+	56140689:56140804	56141806:56141911	56142278:56142429	N/A	N/A	7:56140689-56142429
CAS	7:+:106:1	chr7	+	56146056:56146201	56146614:56146732	56147045:56148363	N/A	N/A	7:56146056-56148363
CAS	4:+:107:0	chr4	+	69197820:69197915	69198511:69198565	69199025:69199115	N/A	N/A	4:69197820-69199115
CAS	X:+:108:0	chrX	+	69673486:69673643	69674063:69674166	69674945:69675113	N/A	N/A	X:69673486-69675113
CAS	14:+:109:0	chr14	+	78764173:78764203	78767022:78767034	78870073:78870221	N/A	N/A	14:78764173-78870221
CAS	3:+:110:0	chr3	+	32483331:32483505	32490945:32491044	32493557:32493965	N/A	N/A	3:32483331-32493965
CAS	1:+:111:0	chr1	+	150547031:150549967	150550719:150551253	150551318:150552066	N/A	N/A	1:150547031-150552066
CAS	7:+:112:0	chr7	+	121719650:121719766	121721553:121721649	121722841:121722945	N/A	N/A	7:121719650-121722945
CAS	15:+:113:0	chr15	+	79140008:79140423	79165117:79165560	79166064:79166262	N/A	N/A	15:79140008-79166262
CAS	15:+:113:1	chr15	+	79166064:79166262	79168833:79168928	79170106:79170302	N/A	N/A	15:79166064-79170302
CAS	3:+:114:0	chr3	+	170819237:170819422	170824971:170824995	170825808:170825951	N/A	N/A	3:170819237-170825951
CAS	3:+:114:1	chr3	+	170855979:170856168	170857258:170857345	170858187:170858298	N/A	N/A	3:170855979-170858298
CAS	20:+:115:0	chr20	+	45837858:45839542	45841286:45841370	45848908:45848975	N/A	N/A	20:45837858-45848975
CAS	3:+:116:0	chr3	+	184102805:184103026	184103833:184103947	184104279:184104543	N/A	N/A	3:184102805-184104543
CAS	3:+:116:1	chr3	+	184104632:184104726	184104838:184104895	184105161:184105265	N/A	N/A	3:184104632-184105265
CAS	2:+:117:0	chr2	+	223726280:223726460	223752547:223752606	223765391:223765498	N/A	N/A	2:223726280-223765498
CAS	6:+:118:0	chr6	+	31606804:31607003	31607276:31607565	31607975:31608083	N/A	N/A	6:31606804-31608083
CAS	6:+:118:1	chr6	+	31607975:31608083	31608161:31608316	31608421:31608481	N/A	N/A	6:31607975-31608481
CAS	6:+:118:2	chr6	+	31616453:31616528	31616687:31616741	31616975:31617172	N/A	N/A	6:31616453-31617172
CAS	2:+:119:0	chr2	+	232597134:232597743	232601896:232602002	232602722:232602848	N/A	N/A	2:232597134-232602848
CAS	16:+:120:0	chr16	+	258076:258187	258599:258663	270647:270746	N/A	N/A	16:258076-270746
CAS	19:+:121:0	chr19	+	5684791:5684916	5685312:5685600	5686426:5686538	N/A	N/A	19:5684791-5686538
CAS	18:+:122:0	chr18	+	23612362:23612496	23614968:23615091	23615794:23615887	N/A	N/A	18:23612362-23615887
CAS	14:+:123:0	chr14	+	21555159:21555264	21555478:21555622	21556126:21556257	N/A	N/A	14:21555159-21556257
CAS	12:+:124:0	chr12	+	89981827:89985072	89992366:89992520	89992893:89993076	N/A	N/A	12:89981827-89993076
CAS	11:+:125:0	chr11	+	117985543:117985642	117985852:117985995	117988019:117988169	N/A	N/A	11:117985543-117988169
CAS	7:+:126:0	chr7	+	86394321:86394929	86415576:86416432	86468154:86469221	N/A	N/A	7:86394321-86469221
CAS	6:+:127:0	chr6	+	145110329:145110415	145114969:145115127	145118880:145119126	N/A	N/A	6:145110329-145119126
CAS	6:+:128:0	chr6	+	153308496:153311230	153312319:153312551	153313991:153314109	N/A	N/A	6:153308496-153314109
CAS	5:+:129:0	chr5	+	150488015:150488111	150489313:150489407	150490187:150490205	N/A	N/A	5:150488015-150490205
CAS	2:+:130:0	chr2	+	172544812:172544868	172544980:172545158	172546654:172546773	N/A	N/A	2:172544812-172546773
CAS	16:+:131:0	chr16	+	2809352:2809403	2809569:2809662	2809747:2810011	N/A	N/A	16:2809352-2810011
CAS	16:+:131:1	chr16	+	2810301:2810500	2811561:2818262	2818505:2818940	N/A	N/A	16:2810301-2818940
CAS	16:+:131:2	chr16	+	2818505:2818940	2818997:2819285	2819862:2820259	N/A	N/A	16:2818505-2820259
CAS	2:+:132:0	chr2	+	96068468:96068740	96071024:96071150	96071300:96071551	N/A	N/A	2:96068468-96071551
CAS	20:+:133:0	chr20	+	388141:388315	388693:389423	390473:390669	N/A	N/A	20:388141-390669
CAS	20:+:133:1	chr20	+	398375:398574	399990:400112	400201:400375	N/A	N/A	20:398375-400375
CAS	17:+:134:0	chr17	+	49052131:49052308	49053223:49053262	49054468:49054582	N/A	N/A	17:49052131-49054582
CAS	17:+:135:0	chr17	+	61710040:61710162	61712068:61712161	61723393:61723434	N/A	N/A	17:61710040-61723434
CAS	8:+:136:0	chr8	+	146016062:146016148	146016661:146016880	146017157:146017299	N/A	N/A	8:146016062-146017299
CAS	16:+:137:0	chr16	+	75600495:75600660	75600749:75600805	75601934:75602303	N/A	N/A	16:75600495-75602303
CAS	2:+:138:0	chr2	+	152300042:152300223	152301851:152301959	152302939:152303089	N/A	N/A	2:152300042-152303089
CAS	14:+:139:0	chr14	+	21269386:21270252	21270407:21270565	21270955:21271437	N/A	N/A	14:21269386-21271437
CAS	3:+:140:0	chr3	+	35681080:35681890	35682455:35682544	35682912:35683195	N/A	N/A	3:35681080-35683195
CAS	3:+:140:1	chr3	+	35725512:35727379	35729230:35729375	35730798:35730877	N/A	N/A	3:35725512-35730877
CAS	7:+:141:0	chr7	+	44796976:44797160	44797446:44797707	44798879:44799059	N/A	N/A	7:44796976-44799059
CAS	20:+:142:0	chr20	+	44536479:44536543	44538154:44538310	44538580:44538709	N/A	N/A	20:44536479-44538709
CAS	7:+:143:0	chr7	+	5567911:5568350	5568649:5568690	5568791:5569031	N/A	N/A	7:5567911-5569031
CAS	19:+:144:0	chr19	+	35831783:35832041	35832245:35832509	35832604:35832868	N/A	N/A	19:35831783-35832868
CAS	1:+:145:0	chr1	+	1229781:1230008	1230097:1230196	1230826:1230934	N/A	N/A	1:1229781-1230934
CAS	X:+:146:0	chrX	+	70764416:70764485	70766060:70766130	70767756:70767873	N/A	N/A	X:70764416-70767873
CAS	1:+:147:0	chr1	+	159141398:159141643	159159560:159159662	159161725:159161866	N/A	N/A	1:159141398-159161866
CAS	5:+:148:0	chr5	+	11022880:11023091	11082807:11082958	11083992:11084067	N/A	N/A	5:11022880-11084067
CAS	12:+:149:0	chr12	+	25173935:25173979	25176804:25176855	25179722:25179800	N/A	N/A	12:25173935-25179800
CAS	22:+:150:0	chr22	+	30077427:30077590	30079008:30080151	30090740:30094587	N/A	N/A	22:30077427-30094587
CAS	17:+:151:0	chr17	+	74082160:74082226	74082934:74082973	74083734:74083801	N/A	N/A	17:74082160-74083801
CAS	17:+:151:1	chr17	+	74085255:74085401	74086409:74086562	74087223:74087316	N/A	N/A	17:74085255-74087316
CAS	17:+:151:2	chr17	+	74086409:74086562	74087223:74087316	74090494:74090662	N/A	N/A	17:74086409-74090662
CAS	8:+:152:0	chr8	+	145535190:145535296	145535385:145535573	145535648:145535930	N/A	N/A	8:145535190-145535930
CAS	7:+:153:0	chr7	+	36447326:36447565	36450122:36450313	36450667:36450775	N/A	N/A	7:36447326-36450775
CAS	17:+:154:0	chr17	+	18236479:18236602	18238872:18238989	18243356:18243569	N/A	N/A	17:18236479-18243569
CAS	11:+:155:0	chr11	+	61547313:61547402	61547584:61547762	61548183:61548264	N/A	N/A	11:61547313-61548264
CAS	3:+:156:0	chr3	+	183896005:183896011	183896644:183896979	183897956:183898039	N/A	N/A	3:183896005-183898039
CAS	4:+:157:0	chr4	+	54256687:54256795	54257175:54257306	54257596:54257665	N/A	N/A	4:54256687-54257665
CAS	4:+:157:1	chr4	+	54257596:54257665	54265896:54266006	54280781:54280889	N/A	N/A	4:54257596-54280889
CAS	4:+:157:2	chr4	+	54292038:54292132	54294193:54294388	54306748:54306775	N/A	N/A	4:54292038-54306775
CAS	1:+:158:0	chr1	+	156024875:156025784	156027768:156027858	156028068:156028301	N/A	N/A	1:156024875-156028301
CAS	1:+:159:0	chr1	+	155935093:155935203	155935421:155935551	155936206:155936270	N/A	N/A	1:155935093-155936270
CAS	16:+:160:0	chr16	+	8895937:8896002	8896117:8896246	8898623:8898700	N/A	N/A	16:8895937-8898700
CAS	2:+:161:0	chr2	+	202122702:202122755	202122758:202123105	202125222:202125336	N/A	N/A	2:202122702-202125336
CAS	1:+:162:0	chr1	+	156703168:156703417	156703800:156704285	156705413:156705701	N/A	N/A	1:156703168-156705701
CAS	19:+:163:0	chr19	+	17949071:17949199	17949988:17950102	17950285:17950472	N/A	N/A	19:17949071-17950472
CAS	3:+:164:0	chr3	+	50211484:50211547	50211645:50211783	50212528:50212621	N/A	N/A	3:50211484-50212621
CAS	14:+:165:0	chr14	+	104195427:104195519	104196129:104196374	104198956:104199099	N/A	N/A	14:104195427-104199099
CAS	17:+:166:0	chr17	+	25969263:25969374	25970550:25970646	25972339:25972375	N/A	N/A	17:25969263-25972375
CAS	17:+:166:1	chr17	+	25974055:25974144	25974295:25974458	25975861:25976586	N/A	N/A	17:25974055-25976586
CAS	17:+:167:0	chr17	+	74675650:74676961	74679928:74680009	74681153:74681247	N/A	N/A	17:74675650-74681247
CAS	12:+:168:0	chr12	+	6939802:6939934	6940033:6940197	6940379:6940516	N/A	N/A	12:6939802-6940516
CAS	6:+:169:0	chr6	+	17788006:17788106	17790102:17790141	17794479:17794626	N/A	N/A	6:17788006-17794626
CAS	8:+:170:0	chr8	+	74903586:74903789	74917030:74917120	74922235:74922364	N/A	N/A	8:74903586-74922364
CAS	10:+:171:0	chr10	+	24528123:24528266	24544256:24544525	24669797:24669996	N/A	N/A	10:24528123-24669996
CAS	4:+:172:0	chr4	+	151114289:151114392	151119153:151119255	151120179:151120230	N/A	N/A	4:151114289-151120230
CAS	4:+:172:1	chr4	+	151169456:151169537	151170719:151170836	151174625:151174708	N/A	N/A	4:151169456-151174708
CAS	17:+:173:0	chr17	+	41150450:41150488	41150493:41150929	41151738:41152119	N/A	N/A	17:41150450-41152119
CAS	10:+:174:0	chr10	+	105767934:105768114	105770573:105770666	105777917:105778047	N/A	N/A	10:105767934-105778047
CAS	11:+:175:0	chr11	+	57569204:57569668	57571092:57571276	57572134:57572252	N/A	N/A	11:57569204-57572252
CAS	8:+:176:0	chr8	+	120599283:120599315	120602744:120602870	120605164:120605248	N/A	N/A	8:120599283-120605248
CAS	19:+:177:0	chr19	+	17317487:17317593	17317921:17318053	17320394:17320518	N/A	N/A	19:17317487-17320518
CAS	1:+:178:0	chr1	+	8021953:8022161	8022822:8022935	8025383:8025485	N/A	N/A	1:8021953-8025485
CAS	11:+:179:0	chr11	+	77552064:77552301	77553524:77553674	77566390:77566528	N/A	N/A	11:77552064-77566528
CAS	22:+:180:0	chr22	+	43265776:43267475	43272142:43272339	43272893:43273016	N/A	N/A	22:43265776-43273016
CAS	12:+:181:0	chr12	+	124070108:124071486	124072157:124072178	124074888:124074996	N/A	N/A	12:124070108-124074996
CAS	10:+:182:0	chr10	+	90770295:90770417	90770509:90770572	90771755:90771838	N/A	N/A	10:90770295-90771838
CAS	14:+:183:0	chr14	+	23829349:23829490	23829763:23830042	23834216:23834961	N/A	N/A	14:23829349-23834961
CAS	20:+:184:0	chr20	+	43348537:43350152	43352297:43353633	43355727:43357150	N/A	N/A	20:43348537-43357150
CAS	3:+:185:0	chr3	+	101399935:101400059	101400885:101401336	101401614:101401751	N/A	N/A	3:101399935-101401751
CAS	17:+:186:0	chr17	+	65549725:65549733	65574245:65574251	65574299:65574373	N/A	N/A	17:65549725-65574373
CAS	22:+:187:0	chr22	+	31677578:31679274	31685023:31685379	31685484:31685753	N/A	N/A	22:31677578-31685753
